clip_filename,relative_path,label,duration_sec,device,split
tr_tophanelioğlu05_clip004.wav,traffic\tr_tophanelioğlu05_clip004.wav,traffic,,Zoom H4essential,train
ft_koru08_clip003.wav,footsteps\ft_koru08_clip003.wav,footsteps,,Zoom H4essential,train
cc_vs04_clip007.wav,crowd_chatter\cc_vs04_clip007.wav,crowd_chatter,,Zoom H4essential,train
siren_tornado01_clip012.wav,siren\siren_tornado01_clip012.wav,siren,2.0,Zoom H4essential,train
tr_tophanelioğlu01_clip011.wav,traffic\tr_tophanelioğlu01_clip011.wav,traffic,,Zoom H4essential,train
cc_vs02_clip001.wav,crowd_chatter\cc_vs02_clip001.wav,crowd_chatter,,Zoom H4essential,train
bs_ozyegin14_clip006.wav,bird_sounds\bs_ozyegin14_clip006.wav,bird_sounds,,Zoom H4essential,train
ft_koru07_clip005.wav,footsteps\ft_koru07_clip005.wav,footsteps,,Zoom H4essential,train
bs_ozyegin6_clip002.wav,bird_sounds\bs_ozyegin6_clip002.wav,bird_sounds,,Zoom H4essential,train
pt_shuttle01_clip010.WAV,public_transport\pt_shuttle01_clip010.WAV,public_transport,,Zoom H4essential,train
const_üsküdar01_clip004.wav,construction\const_üsküdar01_clip004.wav,construction,2.0,Zoom H4essential,train
siren_anma01_clip016.wav,siren\siren_anma01_clip016.wav,siren,2.0,Zoom H4essential,train
ft_koru12_clip003.wav,footsteps\ft_koru12_clip003.wav,footsteps,,Zoom H4essential,train
ft_koru12_clip007.wav,footsteps\ft_koru12_clip007.wav,footsteps,,Zoom H4essential,train
pt_plane01_clip025.wav,public_transport\pt_plane01_clip025.wav,public_transport,2.0,Zoom H4essential,train
ft_koru08_clip004.wav,footsteps\ft_koru08_clip004.wav,footsteps,,Zoom H4essential,train
ft_koru23_clip005.wav,footsteps\ft_koru23_clip005.wav,footsteps,,Zoom H4essential,train
bs_ozyegin13_clip002.wav,bird_sounds\bs_ozyegin13_clip002.wav,bird_sounds,,Zoom H4essential,train
wtr_koru34_clip001.wav,wind_trees\wtr_koru34_clip001.wav,wind_trees,,Zoom H4essential,train
const_üsküdar01_clip027.wav,construction\const_üsküdar01_clip027.wav,construction,2.0,Zoom H4essential,train
wtr_vs09_clip001.wav,wind_trees\wtr_vs09_clip001.wav,wind_trees,,Zoom H4essential,train
ft_koru22_clip004.wav,footsteps\ft_koru22_clip004.wav,footsteps,,Zoom H4essential,train
ft_koru22_clip007.wav,footsteps\ft_koru22_clip007.wav,footsteps,2.115,Zoom H4essential,train
pt_shuttle01_clip023.WAV,public_transport\pt_shuttle01_clip023.WAV,public_transport,,Zoom H4essential,train
tr_tophanelioğlu08_clip001.wav,traffic\tr_tophanelioğlu08_clip001.wav,traffic,,Zoom H4essential,train
tr_tophanelioğlu04_clip001.wav,traffic\tr_tophanelioğlu04_clip001.wav,traffic,,Zoom H4essential,train
ft_koru24_clip003.wav,footsteps\ft_koru24_clip003.wav,footsteps,,Zoom H4essential,train
const_bozcaada02_clip005.wav,construction\const_bozcaada02_clip005.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin16_clip015.wav,bird_sounds\bs_ozyegin16_clip015.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada01_clip006.wav,construction\const_bozcaada01_clip006.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin_clip001.wav,bird_sounds\bs_ozyegin_clip001.wav,bird_sounds,,Zoom H4essential,train
ft_site01_clip003.wav,footsteps\ft_site01_clip003.wav,footsteps,,Zoom H4essential,train
bs_ozyegin14_clip002.wav,bird_sounds\bs_ozyegin14_clip002.wav,bird_sounds,,Zoom H4essential,train
cc_mar04_clip001.wav,crowd_chatter\cc_mar04_clip001.wav,crowd_chatter,,Zoom H4essential,train
const_üsküdar01_clip034.wav,construction\const_üsküdar01_clip034.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin15_clip022.wav,bird_sounds\bs_ozyegin15_clip022.wav,bird_sounds,,Zoom H4essential,train
tr_aurangabad01_clip056.wav,traffic\tr_aurangabad01_clip056.wav,traffic,2.0,Zoom H4essential,train
bs_ozyegin16_clip013.wav,bird_sounds\bs_ozyegin16_clip013.wav,bird_sounds,,Zoom H4essential,train
pt_bus01_clip007.WAV,public_transport\pt_bus01_clip007.WAV,public_transport,,Zoom H4essential,train
pt_shuttle01_clip009.WAV,public_transport\pt_shuttle01_clip009.WAV,public_transport,,Zoom H4essential,train
cc_vs03_clip032.wav,crowd_chatter\cc_vs03_clip032.wav,crowd_chatter,,Zoom H4essential,train
const_bozcaada01_clip003.wav,construction\const_bozcaada01_clip003.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin14_clip004.wav,bird_sounds\bs_ozyegin14_clip004.wav,bird_sounds,,Zoom H4essential,train
wtr_koru17_clip002.wav,wind_trees\wtr_koru17_clip002.wav,wind_trees,,Zoom H4essential,train
const_üsküdar01_clip020.wav,construction\const_üsküdar01_clip020.wav,construction,2.0,Zoom H4essential,train
siren_ambulance02_clip012.wav,siren\siren_ambulance02_clip012.wav,siren,2.0,Zoom H4essential,train
wtr_koru26_clip002.wav,wind_trees\wtr_koru26_clip002.wav,wind_trees,,Zoom H4essential,train
siren_anma01_clip009.wav,siren\siren_anma01_clip009.wav,siren,2.0,Zoom H4essential,train
tr_aurangabad01_clip057.wav,traffic\tr_aurangabad01_clip057.wav,traffic,2.0,Zoom H4essential,train
bs_ozyegin11_clip006.wav,bird_sounds\bs_ozyegin11_clip006.wav,bird_sounds,,Zoom H4essential,train
pt_shuttle01_clip018.WAV,public_transport\pt_shuttle01_clip018.WAV,public_transport,,Zoom H4essential,train
tr_aurangabad01_clip034.wav,traffic\tr_aurangabad01_clip034.wav,traffic,2.0,Zoom H4essential,train
bs_ozyegin13_clip001.wav,bird_sounds\bs_ozyegin13_clip001.wav,bird_sounds,,Zoom H4essential,train
wtr_tophanelioglu01_clip003.wav,wind_trees\wtr_tophanelioglu01_clip003.wav,wind_trees,,Zoom H4essential,train
wtr_koru32_clip008.wav,wind_trees\wtr_koru32_clip008.wav,wind_trees,,Zoom H4essential,train
const_üsküdar01_clip010.wav,construction\const_üsküdar01_clip010.wav,construction,2.0,Zoom H4essential,train
cc_vs03_clip029.wav,crowd_chatter\cc_vs03_clip029.wav,crowd_chatter,,Zoom H4essential,train
pt_plane01_clip016.wav,public_transport\pt_plane01_clip016.wav,public_transport,2.0,Zoom H4essential,train
tr_tophanelioğlu01_clip010.wav,traffic\tr_tophanelioğlu01_clip010.wav,traffic,,Zoom H4essential,train
pt_mar03_clip001.wav,public_transport\pt_mar03_clip001.wav,public_transport,,Zoom H4essential,train
tr_aurangabad01_clip067.wav,traffic\tr_aurangabad01_clip067.wav,traffic,2.0,Zoom H4essential,train
pt_bus01_clip026.WAV,public_transport\pt_bus01_clip026.WAV,public_transport,,Zoom H4essential,train
tr_aurangabad01_clip054.wav,traffic\tr_aurangabad01_clip054.wav,traffic,2.0,Zoom H4essential,train
bs_ozyegin15_clip006.wav,bird_sounds\bs_ozyegin15_clip006.wav,bird_sounds,,Zoom H4essential,train
ft_site02_clip001.wav,footsteps\ft_site02_clip001.wav,footsteps,,Zoom H4essential,train
bs_ozyegin6_clip004.wav,bird_sounds\bs_ozyegin6_clip004.wav,bird_sounds,,Zoom H4essential,train
wtr_koru29_clip002.wav,wind_trees\wtr_koru29_clip002.wav,wind_trees,,Zoom H4essential,train
pt_bus01_clip022.WAV,public_transport\pt_bus01_clip022.WAV,public_transport,,Zoom H4essential,train
cc_vs04_clip038.wav,crowd_chatter\cc_vs04_clip038.wav,crowd_chatter,,Zoom H4essential,train
pt_bus01_clip033.WAV,public_transport\pt_bus01_clip033.WAV,public_transport,,Zoom H4essential,train
wtr_koru30_clip004.wav,wind_trees\wtr_koru30_clip004.wav,wind_trees,,Zoom H4essential,train
const_bozcaada01_clip031.wav,construction\const_bozcaada01_clip031.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin15_clip027.wav,bird_sounds\bs_ozyegin15_clip027.wav,bird_sounds,,Zoom H4essential,train
pt_bus01_clip002.WAV,public_transport\pt_bus01_clip002.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin3_clip003.wav,bird_sounds\bs_ozyegin3_clip003.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada01_clip033.wav,construction\const_bozcaada01_clip033.wav,construction,2.0,Zoom H4essential,train
pt_shuttle01_clip008.WAV,public_transport\pt_shuttle01_clip008.WAV,public_transport,,Zoom H4essential,train
const_bozcaada03_clip0013.wav,construction\const_bozcaada03_clip0013.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin2_clip002.wav,bird_sounds\bs_ozyegin2_clip002.wav,bird_sounds,,Zoom H4essential,train
cc_vs03_clip042.wav,crowd_chatter\cc_vs03_clip042.wav,crowd_chatter,,Zoom H4essential,train
siren_anma01_clip006.wav,siren\siren_anma01_clip006.wav,siren,2.0,Zoom H4essential,train
tr_aurangabad01_clip014.wav,traffic\tr_aurangabad01_clip014.wav,traffic,2.0,Zoom H4essential,train
pt_bus01_clip006.WAV,public_transport\pt_bus01_clip006.WAV,public_transport,,Zoom H4essential,train
tr_aurangabad01_clip048.wav,traffic\tr_aurangabad01_clip048.wav,traffic,2.0,Zoom H4essential,train
siren_ambulance02_clip003.wav,siren\siren_ambulance02_clip003.wav,siren,2.0,Zoom H4essential,train
ft_koru08_clip001.wav,footsteps\ft_koru08_clip001.wav,footsteps,,Zoom H4essential,train
pt_plane02_clip007.wav,public_transport\pt_plane02_clip007.wav,public_transport,2.0,Zoom H4essential,train
pt_bus01_clip035.WAV,public_transport\pt_bus01_clip035.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin12_clip016.wav,bird_sounds\bs_ozyegin12_clip016.wav,bird_sounds,,Zoom H4essential,train
tr_aurangabad01_clip028.wav,traffic\tr_aurangabad01_clip028.wav,traffic,2.0,Zoom H4essential,train
const_bozcaada03_clip011.wav,construction\const_bozcaada03_clip011.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin2_clip004.wav,bird_sounds\bs_ozyegin2_clip004.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada02_clip034.wav,construction\const_bozcaada02_clip034.wav,construction,2.0,Zoom H4essential,train
ft_koru27_clip007.wav,footsteps\ft_koru27_clip007.wav,footsteps,,Zoom H4essential,train
siren_tornado01_clip048.wav,siren\siren_tornado01_clip048.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin15_clip019.wav,bird_sounds\bs_ozyegin15_clip019.wav,bird_sounds,,Zoom H4essential,train
cc_vs03_clip031.wav,crowd_chatter\cc_vs03_clip031.wav,crowd_chatter,,Zoom H4essential,train
bs_ozyegin12_clip011.wav,bird_sounds\bs_ozyegin12_clip011.wav,bird_sounds,,Zoom H4essential,train
siren_anma01_clip001.wav,siren\siren_anma01_clip001.wav,siren,2.004,Zoom H4essential,train
pt_plane01_clip006.wav,public_transport\pt_plane01_clip006.wav,public_transport,2.0,Zoom H4essential,train
bs_ozyegin11_clip002.wav,bird_sounds\bs_ozyegin11_clip002.wav,bird_sounds,,Zoom H4essential,train
wtr_koru16_clip003.wav,wind_trees\wtr_koru16_clip003.wav,wind_trees,,Zoom H4essential,train
const_bozcaada02_clip017.wav,construction\const_bozcaada02_clip017.wav,construction,2.0,Zoom H4essential,train
tr_tophanelioğlu04_clip002.wav,traffic\tr_tophanelioğlu04_clip002.wav,traffic,,Zoom H4essential,train
siren_ambulance02_clip014.wav,siren\siren_ambulance02_clip014.wav,siren,2.0,Zoom H4essential,train
ft_koru22_clip005.wav,footsteps\ft_koru22_clip005.wav,footsteps,2.021,Zoom H4essential,train
wtr_koru30_clip002.wav,wind_trees\wtr_koru30_clip002.wav,wind_trees,,Zoom H4essential,train
wtr_koru28_clip002.wav,wind_trees\wtr_koru28_clip002.wav,wind_trees,,Zoom H4essential,train
cc_vs03_clip056.wav,crowd_chatter\cc_vs03_clip056.wav,crowd_chatter,,Zoom H4essential,train
pt_plane02_clip001.wav,public_transport\pt_plane02_clip001.wav,public_transport,2.0,Zoom H4essential,train
const_üsküdar01_clip022.wav,construction\const_üsküdar01_clip022.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin14_clip007.wav,bird_sounds\bs_ozyegin14_clip007.wav,bird_sounds,,Zoom H4essential,train
ft_koru19_clip001.wav,footsteps\ft_koru19_clip001.wav,footsteps,,Zoom H4essential,train
cc_vs03_clip007.wav,crowd_chatter\cc_vs03_clip007.wav,crowd_chatter,,Zoom H4essential,train
pt_bus01_clip037.WAV,public_transport\pt_bus01_clip037.WAV,public_transport,,Zoom H4essential,train
pt_bus01_clip023.WAV,public_transport\pt_bus01_clip023.WAV,public_transport,,Zoom H4essential,train
ft_koru33_clip009.wav,footsteps\ft_koru33_clip009.wav,footsteps,,Zoom H4essential,train
pt_plane01_clip023.wav,public_transport\pt_plane01_clip023.wav,public_transport,2.0,Zoom H4essential,train
cc_vs04_clip024.wav,crowd_chatter\cc_vs04_clip024.wav,crowd_chatter,,Zoom H4essential,train
bs_ozyegin16_clip018.wav,bird_sounds\bs_ozyegin16_clip018.wav,bird_sounds,,Zoom H4essential,train
pt_bus01_clip019.WAV,public_transport\pt_bus01_clip019.WAV,public_transport,,Zoom H4essential,train
cc_vs04_clip045.wav,crowd_chatter\cc_vs04_clip045.wav,crowd_chatter,,Zoom H4essential,train
ft_koru25_clip002.wav,footsteps\ft_koru25_clip002.wav,footsteps,,Zoom H4essential,train
tr_tophanelioğlu09_clip009.wav,traffic\tr_tophanelioğlu09_clip009.wav,traffic,,Zoom H4essential,train
tr_tophanelioğlu01_clip007.wav,traffic\tr_tophanelioğlu01_clip007.wav,traffic,,Zoom H4essential,train
wtr_koru04_clip001.wav,wind_trees\wtr_koru04_clip001.wav,wind_trees,,Zoom H4essential,train
bs_ozyegin5_clip012.wav,bird_sounds\bs_ozyegin5_clip012.wav,bird_sounds,,Zoom H4essential,train
pt_bus01_clip042.WAV,public_transport\pt_bus01_clip042.WAV,public_transport,,Zoom H4essential,train
wtr_koru32_clip002.wav,wind_trees\wtr_koru32_clip002.wav,wind_trees,,Zoom H4essential,train
tr_aurangabad01_clip016.wav,traffic\tr_aurangabad01_clip016.wav,traffic,2.0,Zoom H4essential,train
siren_tornado01_clip021.wav,siren\siren_tornado01_clip021.wav,siren,2.0,Zoom H4essential,train
wtr_koru20_clip004.wav,wind_trees\wtr_koru20_clip004.wav,wind_trees,,Zoom H4essential,train
const_bozcaada01_clip021.wav,construction\const_bozcaada01_clip021.wav,construction,2.0,Zoom H4essential,train
ft_site02_clip003.wav,footsteps\ft_site02_clip003.wav,footsteps,,Zoom H4essential,train
ft_koru23_clip014.wav,footsteps\ft_koru23_clip014.wav,footsteps,,Zoom H4essential,train
cc_vs04_clip033.wav,crowd_chatter\cc_vs04_clip033.wav,crowd_chatter,,Zoom H4essential,train
pt_plane01_clip024.wav,public_transport\pt_plane01_clip024.wav,public_transport,2.0,Zoom H4essential,train
wtr_koru33_clip005.wav,wind_trees\wtr_koru33_clip005.wav,wind_trees,,Zoom H4essential,train
wtr_forest01_clip003.wav,wind_trees\wtr_forest01_clip003.wav,wind_trees,2.0,Zoom H4essential,train
ft_koru32_clip002.wav,footsteps\ft_koru32_clip002.wav,footsteps,,Zoom H4essential,train
pt_bus01_clip025.WAV,public_transport\pt_bus01_clip025.WAV,public_transport,,Zoom H4essential,train
bs_ozyegin_clip011.wav,bird_sounds\bs_ozyegin_clip011.wav,bird_sounds,,Zoom H4essential,train
bs_ozyegin16_clip003.wav,bird_sounds\bs_ozyegin16_clip003.wav,bird_sounds,,Zoom H4essential,train
bs_ozyegin16_clip016.wav,bird_sounds\bs_ozyegin16_clip016.wav,bird_sounds,,Zoom H4essential,train
ft_koru15_clip001.wav,footsteps\ft_koru15_clip001.wav,footsteps,,Zoom H4essential,train
const_bozcaada01_clip015.wav,construction\const_bozcaada01_clip015.wav,construction,2.0,Zoom H4essential,train
bs_ozyegin5_clip016.wav,bird_sounds\bs_ozyegin5_clip016.wav,bird_sounds,,Zoom H4essential,train
pt_shuttle01_clip037.WAV,public_transport\pt_shuttle01_clip037.WAV,public_transport,,Zoom H4essential,train
siren_ambulance02_clip004.wav,siren\siren_ambulance02_clip004.wav,siren,2.0,Zoom H4essential,train
tr_tophanelioğlu01_clip002.wav,traffic\tr_tophanelioğlu01_clip002.wav,traffic,,Zoom H4essential,train
wtr_forest01_clip022.wav,wind_trees\wtr_forest01_clip022.wav,wind_trees,2.0,Zoom H4essential,train
tr_tophanelioğlu09_clip003.wav,traffic\tr_tophanelioğlu09_clip003.wav,traffic,,Zoom H4essential,train
pt_bus01_clip030.WAV,public_transport\pt_bus01_clip030.WAV,public_transport,,Zoom H4essential,train
const_üsküdar01_clip015.wav,construction\const_üsküdar01_clip015.wav,construction,2.0,Zoom H4essential,train
const_bozcaada02_clip002.wav,construction\const_bozcaada02_clip002.wav,construction,2.0,Zoom H4essential,train
wtr_forest01_clip028.wav,wind_trees\wtr_forest01_clip028.wav,wind_trees,2.0,Zoom H4essential,train
const_bozcaada01_clip035.wav,construction\const_bozcaada01_clip035.wav,construction,2.0,Zoom H4essential,train
pt_plane01_clip009.wav,public_transport\pt_plane01_clip009.wav,public_transport,2.0,Zoom H4essential,train
cc_vs03_clip054.wav,crowd_chatter\cc_vs03_clip054.wav,crowd_chatter,,Zoom H4essential,train
cc_vs03_clip049.wav,crowd_chatter\cc_vs03_clip049.wav,crowd_chatter,,Zoom H4essential,train
const_bozcaada01_clip001.wav,construction\const_bozcaada01_clip001.wav,construction,2.0,Zoom H4essential,train
siren_ambulance03_clip011.wav,siren\siren_ambulance03_clip011.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin3_clip004.wav,bird_sounds\bs_ozyegin3_clip004.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada01_clip009.wav,construction\const_bozcaada01_clip009.wav,construction,2.0,Zoom H4essential,train
tr_tophanelioğlu05_clip012.wav,traffic\tr_tophanelioğlu05_clip012.wav,traffic,,Zoom H4essential,train
pt_plane01_clip027.wav,public_transport\pt_plane01_clip027.wav,public_transport,2.0,Zoom H4essential,train
tr_tophanelioğlu06_clip001.wav,traffic\tr_tophanelioğlu06_clip001.wav,traffic,,Zoom H4essential,train
wtr_koru20_clip001.wav,wind_trees\wtr_koru20_clip001.wav,wind_trees,,Zoom H4essential,train
tr_tophanelioğlu08_clip005.wav,traffic\tr_tophanelioğlu08_clip005.wav,traffic,,Zoom H4essential,train
wtr_forest01_clip002.wav,wind_trees\wtr_forest01_clip002.wav,wind_trees,2.0,Zoom H4essential,train
const_üsküdar01_clip058.wav,construction\const_üsküdar01_clip058.wav,construction,2.0,Zoom H4essential,train
const_bozcaada02_clip027.wav,construction\const_bozcaada02_clip027.wav,construction,2.0,Zoom H4essential,train
siren_ambulance03_clip013.wav,siren\siren_ambulance03_clip013.wav,siren,2.0,Zoom H4essential,train
cc_vs03_clip010.wav,crowd_chatter\cc_vs03_clip010.wav,crowd_chatter,,Zoom H4essential,train
ft_koru27_clip009.wav,footsteps\ft_koru27_clip009.wav,footsteps,,Zoom H4essential,train
ft_koru15_clip002.wav,footsteps\ft_koru15_clip002.wav,footsteps,,Zoom H4essential,train
const_üsküdar01_clip025.wav,construction\const_üsküdar01_clip025.wav,construction,2.0,Zoom H4essential,train
wtr_koru32_clip010.wav,wind_trees\wtr_koru32_clip010.wav,wind_trees,,Zoom H4essential,train
pt_plane01_clip004.wav,public_transport\pt_plane01_clip004.wav,public_transport,2.0,Zoom H4essential,train
const_bozcaada01_clip036.wav,construction\const_bozcaada01_clip036.wav,construction,2.0,Zoom H4essential,train
siren_anma01_clip024.wav,siren\siren_anma01_clip024.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin12_clip012.wav,bird_sounds\bs_ozyegin12_clip012.wav,bird_sounds,,Zoom H4essential,train
ft_koru23_clip026.wav,footsteps\ft_koru23_clip026.wav,footsteps,,Zoom H4essential,train
siren_anma01_clip027.wav,siren\siren_anma01_clip027.wav,siren,2.0,Zoom H4essential,train
pt_shuttle01_clip001.WAV,public_transport\pt_shuttle01_clip001.WAV,public_transport,,Zoom H4essential,train
pt_mar02_clip004.wav,public_transport\pt_mar02_clip004.wav,public_transport,,Zoom H4essential,train
bs_ozyegin2_clip001.wav,bird_sounds\bs_ozyegin2_clip001.wav,bird_sounds,,Zoom H4essential,train
siren_tornado01_clip033.wav,siren\siren_tornado01_clip033.wav,siren,2.0,Zoom H4essential,train
cc_mar04_clip007.wav,crowd_chatter\cc_mar04_clip007.wav,crowd_chatter,,Zoom H4essential,train
const_bozcaada02_clip001.wav,construction\const_bozcaada02_clip001.wav,construction,2.0,Zoom H4essential,train
tr_aurangabad01_clip058.wav,traffic\tr_aurangabad01_clip058.wav,traffic,2.0,Zoom H4essential,train
siren_police03_clip004.wav,siren\siren_police03_clip004.wav,siren,2.0,Zoom H4essential,train
pt_shuttle01_clip012.WAV,public_transport\pt_shuttle01_clip012.WAV,public_transport,,Zoom H4essential,train
pt_mar04_clip001.wav,public_transport\pt_mar04_clip001.wav,public_transport,,Zoom H4essential,train
siren_ambulance03_clip024.wav,siren\siren_ambulance03_clip024.wav,siren,2.0,Zoom H4essential,train
ft_koru07_clip003.wav,footsteps\ft_koru07_clip003.wav,footsteps,,Zoom H4essential,train
tr_tophanelioğlu03_clip003.wav,traffic\tr_tophanelioğlu03_clip003.wav,traffic,,Zoom H4essential,train
cc_vs04_clip034.wav,crowd_chatter\cc_vs04_clip034.wav,crowd_chatter,,Zoom H4essential,train
tr_tophanelioğlu02_clip003.wav,traffic\tr_tophanelioğlu02_clip003.wav,traffic,,Zoom H4essential,train
tr_tophanelioğlu04_clip007.wav,traffic\tr_tophanelioğlu04_clip007.wav,traffic,,Zoom H4essential,train
bs_ozyegin5_clip008.wav,bird_sounds\bs_ozyegin5_clip008.wav,bird_sounds,,Zoom H4essential,train
bs_ozyegin15_clip020.wav,bird_sounds\bs_ozyegin15_clip020.wav,bird_sounds,,Zoom H4essential,train
siren_anma01_clip013.wav,siren\siren_anma01_clip013.wav,siren,2.0,Zoom H4essential,train
siren_ambulance03_clip015.wav,siren\siren_ambulance03_clip015.wav,siren,2.0,Zoom H4essential,train
cc_mar02_clip002.wav,crowd_chatter\cc_mar02_clip002.wav,crowd_chatter,,Zoom H4essential,train
tr_aurangabad01_clip052.wav,traffic\tr_aurangabad01_clip052.wav,traffic,2.0,Zoom H4essential,train
bs_ozyegin16_clip022.wav,bird_sounds\bs_ozyegin16_clip022.wav,bird_sounds,,Zoom H4essential,train
const_bozcaada01_clip023.wav,construction\const_bozcaada01_clip023.wav,construction,2.0,Zoom H4essential,train
cc_vs04_clip011.wav,crowd_chatter\cc_vs04_clip011.wav,crowd_chatter,,Zoom H4essential,train
pt_shuttle01_clip025.WAV,public_transport\pt_shuttle01_clip025.WAV,public_transport,,Zoom H4essential,train
wtr_koru30_clip003.wav,wind_trees\wtr_koru30_clip003.wav,wind_trees,,Zoom H4essential,train
ft_koru23_clip017.wav,footsteps\ft_koru23_clip017.wav,footsteps,,Zoom H4essential,train
siren_ambulance01_clip004.wav,siren\siren_ambulance01_clip004.wav,siren,2.0,Zoom H4essential,train
wtr_koru34_clip002.wav,wind_trees\wtr_koru34_clip002.wav,wind_trees,,Zoom H4essential,train
ft_koru23_clip018.wav,footsteps\ft_koru23_clip018.wav,footsteps,,Zoom H4essential,train
pt_mar02_clip003.wav,public_transport\pt_mar02_clip003.wav,public_transport,,Zoom H4essential,train
siren_tornado01_clip049.wav,siren\siren_tornado01_clip049.wav,siren,2.0,Zoom H4essential,train
ft_koru12_clip005.wav,footsteps\ft_koru12_clip005.wav,footsteps,,Zoom H4essential,train
siren_anma01_clip015.wav,siren\siren_anma01_clip015.wav,siren,2.0,Zoom H4essential,train
bs_ozyegin6_clip003.wav,bird_sounds\bs_ozyegin6_clip003.wav,bird_sounds,,Zoom H4essential,train
bs_ozyegin17_clip004.wav,bird_sounds\bs_ozyegin17_clip004.wav,bird_sounds,,Zoom H4essential,train
cc_vs04_clip022.wav,crowd_chatter\cc_vs04_clip022.wav,crowd_chatter,,Zoom H4essential,train
cc_vs04_clip039.wav,crowd_chatter\cc_vs04_clip039.wav,crowd_chatter,,Zoom H4essential,train
tr_aurangabad01_clip053.wav,traffic\tr_aurangabad01_clip053.wav,traffic,2.0,Zoom H4essential,train
wtr_forest01_clip008.wav,wind_trees\wtr_forest01_clip008.wav,wind_trees,2.0,Zoom H4essential,train
const_bozcaada01_clip028.wav,construction\const_bozcaada01_clip028.wav,construction,2.0,Zoom H4essential,train
wtr_koru30_clip007.wav,wind_trees\wtr_koru30_clip007.wav,wind_trees,,Zoom H4essential,train
tr_tophanelioğlu05_clip003.wav,traffic\tr_tophanelioğlu05_clip003.wav,traffic,2.021,Zoom H4essential,train
ft_koru33_clip006.wav,footsteps\ft_koru33_clip006.wav,footsteps,,Zoom H4essential,train
const_bozcaada02_clip018.wav,construction\const_bozcaada02_clip018.wav,construction,2.0,Zoom H4essential,train
const_bozcaada02_clip036.wav,construction\const_bozcaada02_clip036.wav,construction,1.25,Zoom H4essential,train
wtr_forest01_clip027.wav,wind_trees\wtr_forest01_clip027.wav,wind_trees,2.0,Zoom H4essential,train
pt_mar01_clip004.wav,public_transport\pt_mar01_clip004.wav,public_transport,,Zoom H4essential,train
const_bozcaada02_clip009.wav,construction\const_bozcaada02_clip009.wav,construction,2.0,Zoom H4essential,train
ft_koru06_clip001.wav,footsteps\ft_koru06_clip001.wav,footsteps,,Zoom H4essential,train
bs_ozyegin9_clip004.wav,bird_sounds\bs_ozyegin9_clip004.wav,bird_sounds,,Zoom H4essential,train
tr_tophanelioğlu01_clip016.wav,traffic\tr_tophanelioğlu01_clip016.wav,traffic,,Zoom H4essential,train
cc_vs03_clip033.wav,crowd_chatter\cc_vs03_clip033.wav,crowd_chatter,,Zoom H4essential,train
const_bozcaada01_clip018.wav,construction\const_bozcaada01_clip018.wav,construction,2.0,Zoom H4essential,train
cc_vs03_clip021.wav,crowd_chatter\cc_vs03_clip021.wav,crowd_chatter,,Zoom H4essential,train
siren_police02_clip011.wav,siren\siren_police02_clip011.wav,siren,2.0,Zoom H4essential,train
wtr_forest01_clip016.wav,wind_trees\wtr_forest01_clip016.wav,wind_trees,2.0,Zoom H4essential,train
ft_home02_clip001.wav,footsteps\ft_home02_clip001.wav,footsteps,2.0,Zoom H4essential,train
bs_ozyegin5_clip015.wav,bird_sounds\bs_ozyegin5_clip015.wav,bird_sounds,,Zoom H4essential,train
tr_tophanelioğlu06_clip004.wav,traffic\tr_tophanelioğlu06_clip004.wav,traffic,,Zoom H4essential,train
ft_koru23_clip023.wav,footsteps\ft_koru23_clip023.wav,footsteps,,Zoom H4essential,train
wtr_koru32_clip011.wav,wind_trees\wtr_koru32_clip011.wav,wind_trees,,Zoom H4essential,train
wtr_koru04_clip002.wav,wind_trees\wtr_koru04_clip002.wav,wind_trees,,Zoom H4essential,train
cc_mar01_clip003.wav,crowd_chatter\cc_mar01_clip003.wav,crowd_chatter,,Zoom H4essential,train
tr_aurangabad01_clip033.wav,traffic\tr_aurangabad01_clip033.wav,traffic,2.0,Zoom H4essential,train
wtr_koru16_clip002.wav,wind_trees\wtr_koru16_clip002.wav,wind_trees,,Zoom H4essential,train
pt_shuttle01_clip026.WAV,public_transport\pt_shuttle01_clip026.WAV,public_transport,,Zoom H4essential,train
ft_home01_clip003.wav,footsteps\ft_home01_clip003.wav,footsteps,2.0,Zoom H4essential,train
pt_bus01_clip021.WAV,public_transport\pt_bus01_clip021.WAV,public_transport,,Zoom H4essential,train
ft_koru33_clip012.wav,footsteps\ft_koru33_clip012.wav,footsteps,,Zoom H4essential,train
